OriginalFile,ProcessedFile,Status,Message
fundus_images\3393_right.jpg,processed_images_training\3393_right_processed.png,Success,
fundus_images\3394_left.jpg,processed_images_training\3394_left_processed.png,Success,
fundus_images\3394_right.jpg,processed_images_training\3394_right_processed.png,Success,
fundus_images\3395_left.jpg,processed_images_training\3395_left_processed.png,Success,
fundus_images\3395_right.jpg,processed_images_training\3395_right_processed.png,Success,
fundus_images\3397_left.jpg,processed_images_training\3397_left_processed.png,Success,
fundus_images\3397_right.jpg,processed_images_training\3397_right_processed.png,Success,
fundus_images\3398_left.jpg,processed_images_training\3398_left_processed.png,Success,
fundus_images\3399_left.jpg,processed_images_training\3399_left_processed.png,Success,
fundus_images\3399_right.jpg,processed_images_training\3399_right_processed.png,Success,
fundus_images\339_left.jpg,processed_images_training\339_left_processed.png,Success,
fundus_images\339_right.jpg,processed_images_training\339_right_processed.png,Success,
fundus_images\33_left.jpg,processed_images_training\33_left_processed.png,Success,
fundus_images\33_right.jpg,processed_images_training\33_right_processed.png,Success,
fundus_images\3400_left.jpg,processed_images_training\3400_left_processed.png,Success,
fundus_images\3400_right.jpg,processed_images_training\3400_right_processed.png,Success,
fundus_images\3401_left.jpg,processed_images_training\3401_left_processed.png,Success,
fundus_images\3401_right.jpg,processed_images_training\3401_right_processed.png,Success,
fundus_images\3403_left.jpg,processed_images_training\3403_left_processed.png,Success,
fundus_images\3403_right.jpg,processed_images_training\3403_right_processed.png,Success,
fundus_images\3404_left.jpg,processed_images_training\3404_left_processed.png,Success,
fundus_images\3404_right.jpg,processed_images_training\3404_right_processed.png,Success,
fundus_images\3405_left.jpg,processed_images_training\3405_left_processed.png,Success,
fundus_images\3405_right.jpg,processed_images_training\3405_right_processed.png,Success,
fundus_images\3406_left.jpg,processed_images_training\3406_left_processed.png,Success,
fundus_images\3406_right.jpg,processed_images_training\3406_right_processed.png,Success,
fundus_images\3407_left.jpg,processed_images_training\3407_left_processed.png,Success,
fundus_images\3407_right.jpg,processed_images_training\3407_right_processed.png,Success,
fundus_images\3408_left.jpg,processed_images_training\3408_left_processed.png,Success,
fundus_images\3408_right.jpg,processed_images_training\3408_right_processed.png,Success,
fundus_images\3409_left.jpg,processed_images_training\3409_left_processed.png,Success,
fundus_images\3409_right.jpg,processed_images_training\3409_right_processed.png,Success,
fundus_images\340_left.jpg,processed_images_training\340_left_processed.png,Success,
fundus_images\340_right.jpg,processed_images_training\340_right_processed.png,Success,
fundus_images\3410_left.jpg,processed_images_training\3410_left_processed.png,Success,
fundus_images\3410_right.jpg,processed_images_training\3410_right_processed.png,Success,
fundus_images\3411_left.jpg,processed_images_training\3411_left_processed.png,Success,
fundus_images\3411_right.jpg,processed_images_training\3411_right_processed.png,Success,
fundus_images\3412_left.jpg,processed_images_training\3412_left_processed.png,Success,
fundus_images\3412_right.jpg,processed_images_training\3412_right_processed.png,Success,
fundus_images\3414_left.jpg,processed_images_training\3414_left_processed.png,Success,
fundus_images\3414_right.jpg,processed_images_training\3414_right_processed.png,Success,
fundus_images\3415_left.jpg,processed_images_training\3415_left_processed.png,Success,
fundus_images\3415_right.jpg,processed_images_training\3415_right_processed.png,Success,
fundus_images\3416_left.jpg,processed_images_training\3416_left_processed.png,Success,
fundus_images\3416_right.jpg,processed_images_training\3416_right_processed.png,Success,
fundus_images\3417_left.jpg,processed_images_training\3417_left_processed.png,Success,
fundus_images\3417_right.jpg,processed_images_training\3417_right_processed.png,Success,
fundus_images\3418_left.jpg,processed_images_training\3418_left_processed.png,Success,
fundus_images\3418_right.jpg,processed_images_training\3418_right_processed.png,Success,
fundus_images\3419_left.jpg,processed_images_training\3419_left_processed.png,Success,
fundus_images\3419_right.jpg,processed_images_training\3419_right_processed.png,Success,
fundus_images\341_left.jpg,processed_images_training\341_left_processed.png,Success,
fundus_images\341_right.jpg,processed_images_training\341_right_processed.png,Success,
fundus_images\3420_left.jpg,processed_images_training\3420_left_processed.png,Success,
fundus_images\3420_right.jpg,processed_images_training\3420_right_processed.png,Success,
fundus_images\3421_left.jpg,processed_images_training\3421_left_processed.png,Success,
fundus_images\3421_right.jpg,processed_images_training\3421_right_processed.png,Success,
fundus_images\3422_left.jpg,processed_images_training\3422_left_processed.png,Success,
fundus_images\3422_right.jpg,processed_images_training\3422_right_processed.png,Success,
fundus_images\3423_left.jpg,processed_images_training\3423_left_processed.png,Success,
fundus_images\3423_right.jpg,processed_images_training\3423_right_processed.png,Success,
fundus_images\3424_left.jpg,processed_images_training\3424_left_processed.png,Success,
fundus_images\3424_right.jpg,processed_images_training\3424_right_processed.png,Success,
fundus_images\3425_left.jpg,processed_images_training\3425_left_processed.png,Success,
fundus_images\3425_right.jpg,processed_images_training\3425_right_processed.png,Success,
fundus_images\3426_left.jpg,processed_images_training\3426_left_processed.png,Success,
fundus_images\3426_right.jpg,processed_images_training\3426_right_processed.png,Success,
fundus_images\3427_left.jpg,processed_images_training\3427_left_processed.png,Success,
fundus_images\3427_right.jpg,processed_images_training\3427_right_processed.png,Success,
fundus_images\3428_left.jpg,processed_images_training\3428_left_processed.png,Success,
fundus_images\3428_right.jpg,processed_images_training\3428_right_processed.png,Success,
fundus_images\3429_left.jpg,processed_images_training\3429_left_processed.png,Success,
fundus_images\3429_right.jpg,processed_images_training\3429_right_processed.png,Success,
fundus_images\342_right.jpg,processed_images_training\342_right_processed.png,Success,
fundus_images\3430_left.jpg,processed_images_training\3430_left_processed.png,Success,
fundus_images\3430_right.jpg,processed_images_training\3430_right_processed.png,Success,
fundus_images\3431_left.jpg,processed_images_training\3431_left_processed.png,Success,
fundus_images\3431_right.jpg,processed_images_training\3431_right_processed.png,Success,
fundus_images\3432_left.jpg,processed_images_training\3432_left_processed.png,Success,
fundus_images\3432_right.jpg,processed_images_training\3432_right_processed.png,Success,
fundus_images\3433_left.jpg,processed_images_training\3433_left_processed.png,Success,
fundus_images\3433_right.jpg,processed_images_training\3433_right_processed.png,Success,
fundus_images\3434_left.jpg,processed_images_training\3434_left_processed.png,Success,
fundus_images\3434_right.jpg,processed_images_training\3434_right_processed.png,Success,
fundus_images\3435_left.jpg,processed_images_training\3435_left_processed.png,Success,
fundus_images\3435_right.jpg,processed_images_training\3435_right_processed.png,Success,
fundus_images\3436_left.jpg,processed_images_training\3436_left_processed.png,Success,
fundus_images\3436_right.jpg,processed_images_training\3436_right_processed.png,Success,
fundus_images\3437_left.jpg,processed_images_training\3437_left_processed.png,Success,
fundus_images\3437_right.jpg,processed_images_training\3437_right_processed.png,Success,
fundus_images\3438_left.jpg,processed_images_training\3438_left_processed.png,Success,
fundus_images\3438_right.jpg,processed_images_training\3438_right_processed.png,Success,
fundus_images\3439_left.jpg,processed_images_training\3439_left_processed.png,Success,
fundus_images\3439_right.jpg,processed_images_training\3439_right_processed.png,Success,
fundus_images\343_left.jpg,processed_images_training\343_left_processed.png,Success,
fundus_images\343_right.jpg,processed_images_training\343_right_processed.png,Success,
fundus_images\3440_left.jpg,processed_images_training\3440_left_processed.png,Success,
fundus_images\3440_right.jpg,processed_images_training\3440_right_processed.png,Success,
fundus_images\3441_left.jpg,processed_images_training\3441_left_processed.png,Success,
fundus_images\3441_right.jpg,processed_images_training\3441_right_processed.png,Success,
fundus_images\3442_left.jpg,processed_images_training\3442_left_processed.png,Success,
fundus_images\3442_right.jpg,processed_images_training\3442_right_processed.png,Success,
fundus_images\3443_left.jpg,processed_images_training\3443_left_processed.png,Success,
fundus_images\3443_right.jpg,processed_images_training\3443_right_processed.png,Success,
fundus_images\3444_left.jpg,processed_images_training\3444_left_processed.png,Success,
fundus_images\3444_right.jpg,processed_images_training\3444_right_processed.png,Success,
fundus_images\3445_left.jpg,processed_images_training\3445_left_processed.png,Success,
fundus_images\3445_right.jpg,processed_images_training\3445_right_processed.png,Success,
fundus_images\3446_left.jpg,processed_images_training\3446_left_processed.png,Success,
fundus_images\3446_right.jpg,processed_images_training\3446_right_processed.png,Success,
fundus_images\3448_left.jpg,processed_images_training\3448_left_processed.png,Success,
fundus_images\3448_right.jpg,processed_images_training\3448_right_processed.png,Success,
fundus_images\344_left.jpg,processed_images_training\344_left_processed.png,Success,
fundus_images\344_right.jpg,processed_images_training\344_right_processed.png,Success,
fundus_images\3450_left.jpg,processed_images_training\3450_left_processed.png,Success,
fundus_images\3450_right.jpg,processed_images_training\3450_right_processed.png,Success,
fundus_images\345_left.jpg,processed_images_training\345_left_processed.png,Success,
fundus_images\345_right.jpg,processed_images_training\345_right_processed.png,Success,
fundus_images\346_left.jpg,processed_images_training\346_left_processed.png,Success,
fundus_images\347_left.jpg,processed_images_training\347_left_processed.png,Success,
fundus_images\347_right.jpg,processed_images_training\347_right_processed.png,Success,
fundus_images\3485_left.jpg,processed_images_training\3485_left_processed.png,Success,
fundus_images\3485_right.jpg,processed_images_training\3485_right_processed.png,Success,
fundus_images\348_left.jpg,processed_images_training\348_left_processed.png,Success,
fundus_images\348_right.jpg,processed_images_training\348_right_processed.png,Success,
fundus_images\349_left.jpg,processed_images_training\349_left_processed.png,Success,
fundus_images\349_right.jpg,processed_images_training\349_right_processed.png,Success,
fundus_images\34_left.jpg,processed_images_training\34_left_processed.png,Success,
fundus_images\34_right.jpg,processed_images_training\34_right_processed.png,Success,
fundus_images\350_left.jpg,processed_images_training\350_left_processed.png,Success,
fundus_images\350_right.jpg,processed_images_training\350_right_processed.png,Success,
fundus_images\351_left.jpg,processed_images_training\351_left_processed.png,Success,
fundus_images\351_right.jpg,processed_images_training\351_right_processed.png,Success,
fundus_images\352_left.jpg,processed_images_training\352_left_processed.png,Success,
fundus_images\352_right.jpg,processed_images_training\352_right_processed.png,Success,
fundus_images\353_left.jpg,processed_images_training\353_left_processed.png,Success,
fundus_images\353_right.jpg,processed_images_training\353_right_processed.png,Success,
fundus_images\354_left.jpg,processed_images_training\354_left_processed.png,Success,
fundus_images\354_right.jpg,processed_images_training\354_right_processed.png,Success,
fundus_images\355_left.jpg,processed_images_training\355_left_processed.png,Success,
fundus_images\355_right.jpg,processed_images_training\355_right_processed.png,Success,
fundus_images\356_left.jpg,processed_images_training\356_left_processed.png,Success,
fundus_images\356_right.jpg,processed_images_training\356_right_processed.png,Success,
fundus_images\357_left.jpg,processed_images_training\357_left_processed.png,Success,
fundus_images\357_right.jpg,processed_images_training\357_right_processed.png,Success,
fundus_images\358_left.jpg,processed_images_training\358_left_processed.png,Success,
fundus_images\358_right.jpg,processed_images_training\358_right_processed.png,Success,
fundus_images\359_left.jpg,processed_images_training\359_left_processed.png,Success,
fundus_images\359_right.jpg,processed_images_training\359_right_processed.png,Success,
fundus_images\35_left.jpg,processed_images_training\35_left_processed.png,Success,
fundus_images\35_right.jpg,processed_images_training\35_right_processed.png,Success,
fundus_images\360_left.jpg,processed_images_training\360_left_processed.png,Success,
fundus_images\360_right.jpg,processed_images_training\360_right_processed.png,Success,
fundus_images\361_right.jpg,processed_images_training\361_right_processed.png,Success,
fundus_images\362_left.jpg,processed_images_training\362_left_processed.png,Success,
fundus_images\363_left.jpg,processed_images_training\363_left_processed.png,Success,
fundus_images\363_right.jpg,processed_images_training\363_right_processed.png,Success,
fundus_images\364_left.jpg,processed_images_training\364_left_processed.png,Success,
fundus_images\364_right.jpg,processed_images_training\364_right_processed.png,Success,
fundus_images\365_left.jpg,processed_images_training\365_left_processed.png,Success,
fundus_images\365_right.jpg,processed_images_training\365_right_processed.png,Success,
fundus_images\366_left.jpg,processed_images_training\366_left_processed.png,Success,
fundus_images\366_right.jpg,processed_images_training\366_right_processed.png,Success,
fundus_images\367_left.jpg,processed_images_training\367_left_processed.png,Success,
fundus_images\367_right.jpg,processed_images_training\367_right_processed.png,Success,
fundus_images\368_left.jpg,processed_images_training\368_left_processed.png,Success,
fundus_images\368_right.jpg,processed_images_training\368_right_processed.png,Success,
fundus_images\370_left.jpg,processed_images_training\370_left_processed.png,Success,
fundus_images\370_right.jpg,processed_images_training\370_right_processed.png,Success,
fundus_images\371_left.jpg,processed_images_training\371_left_processed.png,Success,
fundus_images\371_right.jpg,processed_images_training\371_right_processed.png,Success,
fundus_images\372_left.jpg,processed_images_training\372_left_processed.png,Success,
fundus_images\373_left.jpg,processed_images_training\373_left_processed.png,Success,
fundus_images\373_right.jpg,processed_images_training\373_right_processed.png,Success,
fundus_images\374_left.jpg,processed_images_training\374_left_processed.png,Success,
fundus_images\374_right.jpg,processed_images_training\374_right_processed.png,Success,
fundus_images\376_left.jpg,processed_images_training\376_left_processed.png,Success,
fundus_images\376_right.jpg,processed_images_training\376_right_processed.png,Success,
fundus_images\377_left.jpg,processed_images_training\377_left_processed.png,Success,
fundus_images\377_right.jpg,processed_images_training\377_right_processed.png,Success,
fundus_images\378_right.jpg,processed_images_training\378_right_processed.png,Success,
fundus_images\379_left.jpg,processed_images_training\379_left_processed.png,Success,
fundus_images\379_right.jpg,processed_images_training\379_right_processed.png,Success,
fundus_images\37_left.jpg,processed_images_training\37_left_processed.png,Success,
fundus_images\37_right.jpg,processed_images_training\37_right_processed.png,Success,
fundus_images\380_left.jpg,processed_images_training\380_left_processed.png,Success,
fundus_images\380_right.jpg,processed_images_training\380_right_processed.png,Success,
fundus_images\381_left.jpg,processed_images_training\381_left_processed.png,Success,
fundus_images\381_right.jpg,processed_images_training\381_right_processed.png,Success,
fundus_images\382_left.jpg,processed_images_training\382_left_processed.png,Success,
fundus_images\382_right.jpg,processed_images_training\382_right_processed.png,Success,
fundus_images\383_left.jpg,processed_images_training\383_left_processed.png,Success,
fundus_images\383_right.jpg,processed_images_training\383_right_processed.png,Success,
fundus_images\384_left.jpg,processed_images_training\384_left_processed.png,Success,
fundus_images\384_right.jpg,processed_images_training\384_right_processed.png,Success,
fundus_images\385_left.jpg,processed_images_training\385_left_processed.png,Success,
fundus_images\385_right.jpg,processed_images_training\385_right_processed.png,Success,
fundus_images\386_left.jpg,processed_images_training\386_left_processed.png,Success,
fundus_images\386_right.jpg,processed_images_training\386_right_processed.png,Success,
fundus_images\388_left.jpg,processed_images_training\388_left_processed.png,Success,
fundus_images\388_right.jpg,processed_images_training\388_right_processed.png,Success,
fundus_images\389_left.jpg,processed_images_training\389_left_processed.png,Success,
fundus_images\389_right.jpg,processed_images_training\389_right_processed.png,Success,
fundus_images\38_right.jpg,processed_images_training\38_right_processed.png,Success,
fundus_images\390_left.jpg,processed_images_training\390_left_processed.png,Success,
fundus_images\390_right.jpg,processed_images_training\390_right_processed.png,Success,
fundus_images\391_left.jpg,processed_images_training\391_left_processed.png,Success,
fundus_images\391_right.jpg,processed_images_training\391_right_processed.png,Success,
fundus_images\392_left.jpg,processed_images_training\392_left_processed.png,Success,
fundus_images\392_right.jpg,processed_images_training\392_right_processed.png,Success,
fundus_images\3932_left.jpg,processed_images_training\3932_left_processed.png,Success,
fundus_images\3932_right.jpg,processed_images_training\3932_right_processed.png,Success,
fundus_images\3934_left.jpg,processed_images_training\3934_left_processed.png,Success,
fundus_images\3934_right.jpg,processed_images_training\3934_right_processed.png,Success,
fundus_images\3935_right.jpg,processed_images_training\3935_right_processed.png,Success,
fundus_images\3936_left.jpg,processed_images_training\3936_left_processed.png,Success,
fundus_images\3936_right.jpg,processed_images_training\3936_right_processed.png,Success,
fundus_images\3937_left.jpg,processed_images_training\3937_left_processed.png,Success,
fundus_images\3937_right.jpg,processed_images_training\3937_right_processed.png,Success,
fundus_images\3938_left.jpg,processed_images_training\3938_left_processed.png,Success,
fundus_images\3938_right.jpg,processed_images_training\3938_right_processed.png,Success,
fundus_images\3939_left.jpg,processed_images_training\3939_left_processed.png,Success,
fundus_images\3939_right.jpg,processed_images_training\3939_right_processed.png,Success,
fundus_images\393_right.jpg,processed_images_training\393_right_processed.png,Success,
fundus_images\3940_left.jpg,processed_images_training\3940_left_processed.png,Success,
fundus_images\3940_right.jpg,processed_images_training\3940_right_processed.png,Success,
fundus_images\3941_left.jpg,processed_images_training\3941_left_processed.png,Success,
fundus_images\3941_right.jpg,processed_images_training\3941_right_processed.png,Success,
fundus_images\3943_left.jpg,processed_images_training\3943_left_processed.png,Success,
fundus_images\3943_right.jpg,processed_images_training\3943_right_processed.png,Success,
fundus_images\3944_left.jpg,processed_images_training\3944_left_processed.png,Success,
fundus_images\3944_right.jpg,processed_images_training\3944_right_processed.png,Success,
fundus_images\3945_left.jpg,processed_images_training\3945_left_processed.png,Success,
fundus_images\3945_right.jpg,processed_images_training\3945_right_processed.png,Success,
fundus_images\3946_left.jpg,processed_images_training\3946_left_processed.png,Success,
fundus_images\3946_right.jpg,processed_images_training\3946_right_processed.png,Success,
fundus_images\3947_left.jpg,processed_images_training\3947_left_processed.png,Success,
fundus_images\3948_left.jpg,processed_images_training\3948_left_processed.png,Success,
fundus_images\3948_right.jpg,processed_images_training\3948_right_processed.png,Success,
fundus_images\3949_left.jpg,processed_images_training\3949_left_processed.png,Success,
fundus_images\3949_right.jpg,processed_images_training\3949_right_processed.png,Success,
fundus_images\394_left.jpg,processed_images_training\394_left_processed.png,Success,
fundus_images\394_right.jpg,processed_images_training\394_right_processed.png,Success,
fundus_images\3950_left.jpg,processed_images_training\3950_left_processed.png,Success,
fundus_images\3950_right.jpg,processed_images_training\3950_right_processed.png,Success,
fundus_images\3951_left.jpg,processed_images_training\3951_left_processed.png,Success,
fundus_images\3951_right.jpg,processed_images_training\3951_right_processed.png,Success,
fundus_images\3952_left.jpg,processed_images_training\3952_left_processed.png,Success,
fundus_images\3952_right.jpg,processed_images_training\3952_right_processed.png,Success,
fundus_images\3953_left.jpg,processed_images_training\3953_left_processed.png,Success,
fundus_images\3953_right.jpg,processed_images_training\3953_right_processed.png,Success,
fundus_images\3954_left.jpg,processed_images_training\3954_left_processed.png,Success,
fundus_images\3954_right.jpg,processed_images_training\3954_right_processed.png,Success,
fundus_images\3955_left.jpg,processed_images_training\3955_left_processed.png,Success,
fundus_images\3955_right.jpg,processed_images_training\3955_right_processed.png,Success,
fundus_images\3956_left.jpg,processed_images_training\3956_left_processed.png,Success,
fundus_images\3956_right.jpg,processed_images_training\3956_right_processed.png,Success,
fundus_images\3957_left.jpg,processed_images_training\3957_left_processed.png,Success,
fundus_images\3957_right.jpg,processed_images_training\3957_right_processed.png,Success,
fundus_images\3958_left.jpg,processed_images_training\3958_left_processed.png,Success,
fundus_images\3958_right.jpg,processed_images_training\3958_right_processed.png,Success,
fundus_images\395_left.jpg,processed_images_training\395_left_processed.png,Success,
fundus_images\3960_left.jpg,processed_images_training\3960_left_processed.png,Success,
fundus_images\3960_right.jpg,processed_images_training\3960_right_processed.png,Success,
fundus_images\3961_left.jpg,processed_images_training\3961_left_processed.png,Success,
fundus_images\3961_right.jpg,processed_images_training\3961_right_processed.png,Success,
fundus_images\3962_left.jpg,processed_images_training\3962_left_processed.png,Success,
fundus_images\3962_right.jpg,processed_images_training\3962_right_processed.png,Success,
fundus_images\3965_left.jpg,processed_images_training\3965_left_processed.png,Success,
fundus_images\3965_right.jpg,processed_images_training\3965_right_processed.png,Success,
fundus_images\3966_left.jpg,processed_images_training\3966_left_processed.png,Success,
fundus_images\3966_right.jpg,processed_images_training\3966_right_processed.png,Success,
fundus_images\3968_left.jpg,processed_images_training\3968_left_processed.png,Success,
fundus_images\3968_right.jpg,processed_images_training\3968_right_processed.png,Success,
fundus_images\3969_left.jpg,processed_images_training\3969_left_processed.png,Success,
fundus_images\3969_right.jpg,processed_images_training\3969_right_processed.png,Success,
fundus_images\396_left.jpg,processed_images_training\396_left_processed.png,Success,
fundus_images\396_right.jpg,processed_images_training\396_right_processed.png,Success,
fundus_images\3970_left.jpg,processed_images_training\3970_left_processed.png,Success,
fundus_images\3970_right.jpg,processed_images_training\3970_right_processed.png,Success,
fundus_images\3971_left.jpg,processed_images_training\3971_left_processed.png,Success,
fundus_images\3971_right.jpg,processed_images_training\3971_right_processed.png,Success,
fundus_images\3972_left.jpg,processed_images_training\3972_left_processed.png,Success,
fundus_images\3972_right.jpg,processed_images_training\3972_right_processed.png,Success,
fundus_images\3973_left.jpg,processed_images_training\3973_left_processed.png,Success,
fundus_images\3973_right.jpg,processed_images_training\3973_right_processed.png,Success,
fundus_images\3976_left.jpg,processed_images_training\3976_left_processed.png,Success,
fundus_images\3976_right.jpg,processed_images_training\3976_right_processed.png,Success,
fundus_images\3977_left.jpg,processed_images_training\3977_left_processed.png,Success,
fundus_images\3977_right.jpg,processed_images_training\3977_right_processed.png,Success,
fundus_images\3978_left.jpg,processed_images_training\3978_left_processed.png,Success,
fundus_images\3978_right.jpg,processed_images_training\3978_right_processed.png,Success,
fundus_images\3979_left.jpg,processed_images_training\3979_left_processed.png,Success,
fundus_images\3979_right.jpg,processed_images_training\3979_right_processed.png,Success,
fundus_images\397_left.jpg,processed_images_training\397_left_processed.png,Success,
fundus_images\397_right.jpg,processed_images_training\397_right_processed.png,Success,
fundus_images\3980_left.jpg,processed_images_training\3980_left_processed.png,Success,
fundus_images\3980_right.jpg,processed_images_training\3980_right_processed.png,Success,
fundus_images\3981_left.jpg,processed_images_training\3981_left_processed.png,Success,
fundus_images\3981_right.jpg,processed_images_training\3981_right_processed.png,Success,
fundus_images\3982_left.jpg,processed_images_training\3982_left_processed.png,Success,
fundus_images\3982_right.jpg,processed_images_training\3982_right_processed.png,Success,
fundus_images\3983_left.jpg,processed_images_training\3983_left_processed.png,Success,
fundus_images\3983_right.jpg,processed_images_training\3983_right_processed.png,Success,
fundus_images\3984_left.jpg,processed_images_training\3984_left_processed.png,Success,
fundus_images\3984_right.jpg,processed_images_training\3984_right_processed.png,Success,
fundus_images\3985_left.jpg,processed_images_training\3985_left_processed.png,Success,
fundus_images\3985_right.jpg,processed_images_training\3985_right_processed.png,Success,
fundus_images\3986_left.jpg,processed_images_training\3986_left_processed.png,Success,
fundus_images\3986_right.jpg,processed_images_training\3986_right_processed.png,Success,
fundus_images\3987_left.jpg,processed_images_training\3987_left_processed.png,Success,
fundus_images\3987_right.jpg,processed_images_training\3987_right_processed.png,Success,
fundus_images\398_left.jpg,processed_images_training\398_left_processed.png,Success,
fundus_images\398_right.jpg,processed_images_training\398_right_processed.png,Success,
fundus_images\3990_left.jpg,processed_images_training\3990_left_processed.png,Success,
fundus_images\3990_right.jpg,processed_images_training\3990_right_processed.png,Success,
fundus_images\3991_left.jpg,processed_images_training\3991_left_processed.png,Success,
fundus_images\3991_right.jpg,processed_images_training\3991_right_processed.png,Success,
fundus_images\3992_left.jpg,processed_images_training\3992_left_processed.png,Success,
fundus_images\3992_right.jpg,processed_images_training\3992_right_processed.png,Success,
fundus_images\3993_left.jpg,processed_images_training\3993_left_processed.png,Success,
fundus_images\3993_right.jpg,processed_images_training\3993_right_processed.png,Success,
fundus_images\3994_left.jpg,processed_images_training\3994_left_processed.png,Success,
fundus_images\3994_right.jpg,processed_images_training\3994_right_processed.png,Success,
fundus_images\3995_left.jpg,processed_images_training\3995_left_processed.png,Success,
fundus_images\3995_right.jpg,processed_images_training\3995_right_processed.png,Success,
fundus_images\3996_left.jpg,processed_images_training\3996_left_processed.png,Success,
fundus_images\3996_right.jpg,processed_images_training\3996_right_processed.png,Success,
fundus_images\3997_left.jpg,processed_images_training\3997_left_processed.png,Success,
fundus_images\3997_right.jpg,processed_images_training\3997_right_processed.png,Success,
fundus_images\3998_left.jpg,processed_images_training\3998_left_processed.png,Success,
fundus_images\3998_right.jpg,processed_images_training\3998_right_processed.png,Success,
fundus_images\3999_left.jpg,processed_images_training\3999_left_processed.png,Success,
fundus_images\3999_right.jpg,processed_images_training\3999_right_processed.png,Success,
fundus_images\399_left.jpg,processed_images_training\399_left_processed.png,Success,
fundus_images\399_right.jpg,processed_images_training\399_right_processed.png,Success,
fundus_images\39_left.jpg,processed_images_training\39_left_processed.png,Success,
fundus_images\3_left.jpg,processed_images_training\3_left_processed.png,Success,
fundus_images\4001_left.jpg,processed_images_training\4001_left_processed.png,Success,
fundus_images\4001_right.jpg,processed_images_training\4001_right_processed.png,Success,
fundus_images\4002_left.jpg,processed_images_training\4002_left_processed.png,Success,
fundus_images\4002_right.jpg,processed_images_training\4002_right_processed.png,Success,
fundus_images\4003_left.jpg,processed_images_training\4003_left_processed.png,Success,
fundus_images\4003_right.jpg,processed_images_training\4003_right_processed.png,Success,
fundus_images\4005_left.jpg,processed_images_training\4005_left_processed.png,Success,
fundus_images\4005_right.jpg,processed_images_training\4005_right_processed.png,Success,
fundus_images\4007_right.jpg,processed_images_training\4007_right_processed.png,Success,
fundus_images\4008_left.jpg,processed_images_training\4008_left_processed.png,Success,
fundus_images\4008_right.jpg,processed_images_training\4008_right_processed.png,Success,
fundus_images\4009_left.jpg,processed_images_training\4009_left_processed.png,Success,
fundus_images\4009_right.jpg,processed_images_training\4009_right_processed.png,Success,
fundus_images\400_left.jpg,processed_images_training\400_left_processed.png,Success,
fundus_images\400_right.jpg,processed_images_training\400_right_processed.png,Success,
fundus_images\4011_left.jpg,processed_images_training\4011_left_processed.png,Success,
fundus_images\4011_right.jpg,processed_images_training\4011_right_processed.png,Success,
fundus_images\4012_left.jpg,processed_images_training\4012_left_processed.png,Success,
fundus_images\4012_right.jpg,processed_images_training\4012_right_processed.png,Success,
fundus_images\4013_left.jpg,processed_images_training\4013_left_processed.png,Success,
fundus_images\4013_right.jpg,processed_images_training\4013_right_processed.png,Success,
fundus_images\4014_left.jpg,processed_images_training\4014_left_processed.png,Success,
fundus_images\4014_right.jpg,processed_images_training\4014_right_processed.png,Success,
fundus_images\4015_left.jpg,processed_images_training\4015_left_processed.png,Success,
fundus_images\4015_right.jpg,processed_images_training\4015_right_processed.png,Success,
fundus_images\4016_left.jpg,processed_images_training\4016_left_processed.png,Success,
fundus_images\4016_right.jpg,processed_images_training\4016_right_processed.png,Success,
fundus_images\4018_left.jpg,processed_images_training\4018_left_processed.png,Success,
fundus_images\4018_right.jpg,processed_images_training\4018_right_processed.png,Success,
fundus_images\401_left.jpg,processed_images_training\401_left_processed.png,Success,
fundus_images\401_right.jpg,processed_images_training\401_right_processed.png,Success,
fundus_images\4020_left.jpg,processed_images_training\4020_left_processed.png,Success,
fundus_images\4020_right.jpg,processed_images_training\4020_right_processed.png,Success,
fundus_images\4021_left.jpg,processed_images_training\4021_left_processed.png,Success,
fundus_images\4021_right.jpg,processed_images_training\4021_right_processed.png,Success,
fundus_images\4022_left.jpg,processed_images_training\4022_left_processed.png,Success,
fundus_images\4022_right.jpg,processed_images_training\4022_right_processed.png,Success,
fundus_images\4023_left.jpg,processed_images_training\4023_left_processed.png,Success,
fundus_images\4023_right.jpg,processed_images_training\4023_right_processed.png,Success,
fundus_images\4024_left.jpg,processed_images_training\4024_left_processed.png,Success,
fundus_images\4024_right.jpg,processed_images_training\4024_right_processed.png,Success,
fundus_images\4025_left.jpg,processed_images_training\4025_left_processed.png,Success,
fundus_images\4025_right.jpg,processed_images_training\4025_right_processed.png,Success,
fundus_images\4026_left.jpg,processed_images_training\4026_left_processed.png,Success,
fundus_images\4026_right.jpg,processed_images_training\4026_right_processed.png,Success,
fundus_images\4027_left.jpg,processed_images_training\4027_left_processed.png,Success,
fundus_images\4027_right.jpg,processed_images_training\4027_right_processed.png,Success,
fundus_images\4028_left.jpg,processed_images_training\4028_left_processed.png,Success,
fundus_images\4028_right.jpg,processed_images_training\4028_right_processed.png,Success,
fundus_images\4029_left.jpg,processed_images_training\4029_left_processed.png,Success,
fundus_images\4029_right.jpg,processed_images_training\4029_right_processed.png,Success,
fundus_images\402_left.jpg,processed_images_training\402_left_processed.png,Success,
fundus_images\402_right.jpg,processed_images_training\402_right_processed.png,Success,
fundus_images\4030_left.jpg,processed_images_training\4030_left_processed.png,Success,
fundus_images\4030_right.jpg,processed_images_training\4030_right_processed.png,Success,
fundus_images\4032_left.jpg,processed_images_training\4032_left_processed.png,Success,
